Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Population in 2021,Growth rate,Power distance,Individualism,Masculinity,Uncertainty avoidance,Long term orientation,Indulgence,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Western Europe
0.8260175578611333,0.944230769230769,0.826057945566286,0.9642857142857143,0.22891566265060237,0.12135355892648775,0.0036001807820977977,0.2654690618762475,0.23655913978494625,0.6705882352941177,0.2,0.5312499999999999,0.4047619047619047,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8575418994413406,0.944230769230769,0.8506409130816504,0.9591836734693878,0.3831325301204819,0.1131855309218203,0.00378867328324496,0.3093812375249501,0.07526881720430109,0.8,0.10476190476190478,0.15625,0.369047619047619,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8942537909018358,0.921153846153846,0.910342405618964,0.913265306122449,0.3771084337349397,0.24504084014002334,0.005811707884458303,0.3772455089820359,0.24731182795698925,0.7294117647058824,0.6190476190476191,0.5208333333333333,0.8333333333333333,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8465682362330409,0.9999999999999998,0.8611764705882352,0.9744897959183673,0.5397590361445782,0.6896149358226372,0.0,0.36127744510978044,0.20430107526881724,0.6352941176470588,0.04761904761904762,0.43749999999999994,0.2857142857142857,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8573423782920988,0.921153846153846,0.8401053555750659,0.9030612244897961,0.5578313253012047,0.29871645274212366,0.011647481229795897,0.281437125748503,0.2903225806451613,0.8705882352941177,0.08571428571428574,0.46874999999999994,0.75,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8814844373503592,0.944230769230769,0.8717120280948196,0.9829931972789115,0.4590361445783132,0.21936989498249712,0.003558339948057548,0.40119760479041916,0.21505376344086025,0.7411764705882353,0.028571428571428574,0.43749999999999994,0.369047619047619,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8443735035913809,0.9057692307692307,0.8506409130816504,0.9574829931972789,0.45060240963855414,0.1808634772462077,0.006809548737197393,0.35728542914171657,0.21505376344086025,0.7647058823529412,0.0,0.21875,0.5833333333333333,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0000000000000002,0.8557692307692306,0.8471290605794553,0.8928571428571429,0.3060240963855421,0.35472578763127194,0.00020429375447036447,0.5189620758483033,0.31182795698924737,0.6352941176470588,0.4285714285714286,0.6458333333333333,0.7142857142857142,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7996807661612133,0.9326923076923075,0.8752238805970152,0.9302721088435376,0.508433734939759,0.1866977829638273,0.0031374805471001896,0.39720558882235535,0.11827956989247312,0.8588235294117648,0.5047619047619047,0.4270833333333333,0.34523809523809523,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8521548284118119,0.9057692307692307,0.8717120280948196,0.8945578231292518,0.3975903614457831,0.46557759626604434,0.006028003955757367,0.3193612774451098,0.0,0.5764705882352942,0.7047619047619048,0.6458333333333333,0.6666666666666665,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8302075019952115,0.9173076923076922,0.8927831431079893,0.9047619047619048,0.5385542168674697,0.42007001166861146,0.017705795804952903,0.4630738522954092,0.2903225806451613,0.9882352941176471,0.5333333333333333,0.4479166666666667,0.20238095238095238,0.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.786113328012769,0.9153846153846152,0.8788410886742757,0.7108843537414967,0.3843373493975903,0.7829638273045508,0.0058919528145019275,0.5469061876247505,0.02150537634408603,0.5647058823529412,0.4,0.7604166666666666,0.4047619047619047,0.3275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8455706304868313,0.846153846153846,0.8436172080772606,0.8384353741496599,0.36024096385542165,0.44107351225204205,0.057807319673192234,0.2654690618762475,0.2580645161290323,0.7176470588235294,0.580952380952381,0.5937499999999999,0.9404761904761905,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8262170790103751,0.8903846153846153,0.8892712906057942,0.9064625850340137,0.45421686746987944,0.3885647607934656,0.02620864030323675,0.40918163672654695,0.3010752688172043,0.8705882352941177,0.44761904761904764,0.4166666666666667,0.38095238095238093,0.68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.9391460494812451,0.9307692307692306,0.8401053555750659,0.8452380952380952,0.43975903614457823,0.3278879813302217,0.0032237791681588896,0.4191616766467066,0.1827956989247312,0.7529411764705882,0.6,0.28125,0.23809523809523808,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6474461292897049,0.823076923076923,0.8049868305531167,0.9387755102040817,0.1951807228915662,0.8483080513418904,0.0033321566883273766,0.4131736526946108,0.2580645161290323,0.10588235294117646,0.1523809523809524,0.8124999999999999,0.24285714285714283,0.703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8124501197126899,0.9057692307692307,0.8436172080772606,0.8112244897959183,0.6277108433734939,0.4399066511085181,0.047041866339309124,0.3313373253493014,0.2580645161290323,0.9764705882352942,0.580952380952381,0.28125,0.5595238095238095,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7823224261771744,0.9307692307692306,0.784161545215101,0.8095238095238096,0.09638554216867468,0.9171528588098017,0.007180594099517689,0.26746506986027946,0.6513056835637481,0.4277310924369747,0.4129251700680272,0.7321428571428571,0.7040816326530612,0.24857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8754988028731046,0.8788461538461538,0.6926075504828797,0.7738095238095238,0.46506024096385534,0.7187864644107351,0.2306691152766218,0.3532934131736527,0.31182795698924737,1.0,0.5428571428571428,0.3958333333333333,0.2619047619047619,0.68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8355945730247407,0.8519230769230768,0.8330465320456539,0.6819727891156463,0.16265060240963852,0.6581096849474913,0.007820278048793197,0.31137724550898205,0.5806451612903226,0.8117647058823529,0.46666666666666673,0.8958333333333333,0.9285714285714286,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.811851556264964,0.921153846153846,0.8962949956101844,0.7482993197278912,0.16987951807228913,0.5705950991831972,0.045050507513895825,0.2834331337325349,0.6129032258064516,0.7647058823529412,0.36190476190476195,0.8124999999999999,0.7023809523809523,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8048683160415007,0.7673076923076922,0.7380860403863039,0.9234693877551022,0.45421686746987944,0.7467911318553092,0.0009889994777934614,0.786427145708583,0.6586021505376345,0.334313725490196,0.4071428571428572,0.704861111111111,0.24603174603174605,0.3275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.8058659217877093,0.8999999999999999,0.8330816505706762,0.9268707482993198,0.5072289156626506,0.6662777129521588,6.84306246280437e-05,0.29341317365269465,0.4838709677419355,0.6235294117647059,0.4,0.9166666666666666,0.5119047619047619,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8878691141260975,0.7326923076923075,0.6621597892888496,0.9353741496598641,0.43614457831325293,0.5915985997666278,0.006709512149830791,0.4411177644710579,0.8494623655913979,0.2235294117647059,0.4285714285714286,0.7499999999999999,0.24603174603174605,0.3275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.819632881085395,0.823076923076923,0.6365232660228266,0.8418367346938777,0.16746987951807227,0.7024504084014003,0.024410089255632768,0.5389221556886228,0.9032258064516129,0.2235294117647059,0.5238095238095238,0.7499999999999999,0.38095238095238093,0.52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7853152434158022,0.9019230769230768,0.9208779631255488,0.6445578231292518,0.24939759036144574,0.7736289381563595,0.03206711948280068,0.23353293413173654,0.4946236559139785,0.5294117647058824,0.3523809523809524,0.8124999999999999,0.5238095238095237,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7956903431763764,0.8019230769230767,0.8892712906057942,0.5289115646258503,0.2457831325301204,0.9148191365227538,0.04145641083642405,0.2055888223552894,0.4193548387096775,0.8235294117647058,0.6190476190476191,0.6979166666666666,0.6785714285714286,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
